Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,State,BodyType,Doors,Seats,Price,Cylinders,Capacity(Liters),Country
Mercedes-Benz,2015,C200,Sedan,2015 Mercedes-Benz C200,USED,Automatic,Rear,Premium,6.0,62582,Silver / Black,Victoria,Sedan,4,5,35990,4,2.0,Australia
Subaru,2018,Liberty,Sedan,2018 Subaru Liberty 2.5I Premium,USED,Automatic,AWD,Unleaded,7.3,69968,White / Black Leather,Victoria,Sedan,4,5,29999,4,2.5,Australia
Mazda,2020,BT-50,Ute / Tray,2020 Mazda BT-50 XT (4X4),USED,Automatic,4WD,Diesel,8.0,82342,White / -,New South Wales,Ute / Tray,4,5,43500,4,3.0,Australia
Mazda,2018,CX-5,SUV,2018 Mazda CX-5 Akera (4X4),USED,Automatic,AWD,Unleaded,7.5,56761,White / -,New South Wales,SUV,4,5,35990,4,2.5,Australia
Mazda,2014,3,Hatchback,2014 Mazda 3 NEO,USED,Automatic,Front,Unleaded,5.8,162645,Grey / Black,Queensland,Hatchback,5,5,16888,4,2.0,Australia
Nissan,2018,Navara,Ute / Tray,2018 Nissan Navara ST-X (4X4) (leather Trim),USED,Automatic,4WD,Diesel,7.0,100603,White / -,Australian Capital Territory,Ute / Tray,4,5,38980,4,2.3,Australia
Mitsubishi,2015,Lancer,Sedan,2015 Mitsubishi Lancer LS,USED,Automatic,Front,Unleaded,7.2,134175,Red / Black,New South Wales,Sedan,4,5,14990,4,2.0,Australia
Holden,2010,Commodore,Sedan,2010 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,10.1,267807,Red / -,Victoria,Sedan,4,5,11999,6,3.6,Australia
LDV,2019,G10,Commercial,2019 LDV G10,USED,Manual,Rear,Diesel,8.3,93085,White / -,Queensland,Commercial,4,2,19999,4,1.9,Australia
Kia,2020,Sportage,SUV,2020 Kia Sportage S (fwd),USED,Automatic,Front,Unleaded,7.9,43710,Silver / -,Victoria,SUV,4,5,29990,4,2.0,Australia
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 N Line,USED,Automatic,Front,Unleaded,7.1,56333,Silver / Black Leather,Victoria,Hatchback,4,5,30890,4,1.6,Australia
Toyota,2023,Yaris,SUV,2023 Toyota Yaris Cross GX Hybrid,USED,Automatic,Front,Hybrid,3.8,10,Silver / -,New South Wales,SUV,4,5,44859,3,1.5,Australia
Land,2018,Rover,SUV,2018 Land Rover Range Rover Velar D300 R-Dynamic SE,USED,Automatic,AWD,Diesel,6.8,37444,Grey / Ebony,Australian Capital Territory,SUV,4,5,96490,6,3.0,Australia
Mercedes-Benz,2013,C200,Wagon,2013 Mercedes-Benz C200 CDI,USED,Automatic,Rear,Diesel,5.5,210550,Silver / -,Victoria,Wagon,4,5,17990,4,2.1,Australia
Toyota,2018,Camry,Sedan,2018 Toyota Camry Ascent Sport (hybrid),USED,Automatic,Front,Hybrid,4.2,125979,Brown / Black Fabric,Victoria,Sedan,4,5,34999,4,2.5,Australia
BMW,2017,X4,SUV,2017 BMW X4 Xdrive 20I,USED,Automatic,AWD,Premium,7.3,82344,White / Leather,Australian Capital Territory,SUV,5,5,39990,4,2.0,Australia
Toyota,2019,Kluger,SUV,2019 Toyota Kluger GXL Black Edition (awd),USED,Automatic,AWD,Unleaded,9.5,68550,Black / -,New South Wales,SUV,4,7,51990,6,3.5,Australia
Ford,2012,Territory,SUV,2012 Ford Territory TX (rwd),USED,Automatic,Rear,Unleaded,10.6,65923,Grey / -,Victoria,SUV,4,5,18990,6,4.0,Australia
Toyota,2015,Fortuner,SUV,2015 Toyota Fortuner GXL,USED,Automatic,AWD,Diesel,8.6,109149,Black / -,Victoria,SUV,4,7,38990,4,2.8,Australia
Kia,2017,Picanto,Hatchback,2017 Kia Picanto SI,USED,Automatic,Front,Unleaded,5.3,22616,White / Cloth,New South Wales,Hatchback,5,5,15990,4,1.2,Australia
Volkswagen,2022,Tiguan,Cardiff Volkswagen New,2022 Volkswagen Tiguan Allspace 162TSI Adventure,DEMO,Automatic,AWD,Premium,7.7,5968,White / -,New South Wales,SUV,4,5,49990,4,2.0,Australia
Hyundai,2020,Kona,SUV,2020 Hyundai Kona Active (fwd),USED,Automatic,Front,Unleaded,7.2,53700,Silver / Black,Australian Capital Territory,SUV,4,5,26980,4,2.0,Australia
Mercedes-Benz,2005,C180,Coupe,2005 Mercedes-Benz C180 Kompressor,USED,Automatic,Rear,Unleaded,8.5,136410,Grey / Fabric Black,Victoria,Coupe,2,4,12990,4,1.8,Australia
BMW,2010,335I,Coupe,2010 BMW 335I,USED,Automatic,Rear,Premium,9.1,140913,Black / Beige,Victoria,Coupe,2,4,31950,6,3.0,Australia
Audi,2019,A3,Sedan,2019 Audi A3 35 Tfsi (1.4 Tfsi),USED,Automatic,Front,Premium,4.9,111556,Silver / -,Victoria,Sedan,4,5,28990,4,1.4,Australia
Mini,2016,Cooper,Hatchback,2016 Mini Cooper JCW,USED,Manual,Other,Premium,5.8,128086,Black / Leather,New South Wales,Hatchback,2,4,29990,4,2.0,Australia
Kia,2017,Carnival,Wagon,2017 Kia Carnival S,USED,Automatic,Front,Unleaded,11.6,152967,Silver / -,New South Wales,Wagon,4,8,24800,6,3.3,Australia
Subaru,2017,WRX,Sedan,2017 Subaru WRX STI Premium,USED,Manual,AWD,Premium,10.4,89133,White / Leather,Australian Capital Territory,Sedan,4,5,43900,4,2.5,Australia
Toyota,2019,C-HR,SUV,2019 Toyota C-HR Koba (2WD),USED,Automatic,Front,Premium,5.5,30595,Silver / Leather,Queensland,SUV,4,5,34990,4,1.2,Australia
Mazda,2020,6,Sedan,2020 Mazda 6 Sport,USED,Automatic,Front,Unleaded,7.0,63917,White / Black,Victoria,Sedan,4,5,33990,4,2.5,Australia
Kia,2019,Sportage,SUV,2019 Kia Sportage S (fwd),USED,Automatic,Front,Unleaded,7.9,64424,Silver / Black,New South Wales,SUV,4,5,29995,4,2.0,Australia
Hyundai,2014,Elantra,Sedan,2014 Hyundai Elantra Premium,USED,Automatic,Front,Unleaded,7.1,122871,Black / Black,Australian Capital Territory,Sedan,4,5,15888,4,1.8,Australia
Kia,2019,Cerato,Hatchback,2019 Kia Cerato S,USED,Automatic,Front,Unleaded,7.4,68388,Silver / Black,New South Wales,Hatchback,5,5,24990,4,2.0,Australia
Mercedes-Benz,2017,C200,Sedan,2017 Mercedes-Benz C200,USED,Automatic,Rear,Hybrid,6.5,3805,Silver / Black,Queensland,Sedan,4,4,45980,4,2.0,Australia
Toyota,2016,RAV4,SUV,2016 Toyota RAV4 GX (4X4),USED,Automatic,AWD,Unleaded,8.5,114912,Silver / Black,New South Wales,SUV,4,5,26995,4,2.5,Australia
Mitsubishi,2018,Pajero,SUV,2018 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,4WD,Diesel,8.0,79513,Grey / Black,Australian Capital Territory,SUV,4,7,41750,4,2.4,Australia
Toyota,2023,Yaris,SUV,2023 Toyota Yaris Cross GX,USED,Automatic,Front,Unleaded,5.4,112,Silver / -,New South Wales,SUV,4,5,36980,3,1.5,Australia
Toyota,2021,Landcruiser,SUV,2021 Toyota Landcruiser Prado GXL Flat Tailgate,USED,Automatic,4WD,Diesel,7.9,107712,White / Grey Fabric,New South Wales,SUV,4,7,62990,4,2.8,Australia
Holden,2010,Commodore,Wagon,2010 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,10.3,147761,Black / Grey,Victoria,Wagon,4,5,16888,6,3.6,Australia
Toyota,2018,Corolla,Hatchback,2018 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,Front,Hybrid,4.2,13982,White / Black,New South Wales,Hatchback,5,5,32990,4,1.8,Australia
Mazda,2015,3,Hatchback,2015 Mazda 3 SP25,USED,Manual,Front,Unleaded,6.5,141545,Red / Grey,Australian Capital Territory,Hatchback,5,5,14888,4,2.5,Australia
Hyundai,2005,Terracan,SUV,2005 Hyundai Terracan Highlander Crdi,USED,Automatic,4WD,Diesel,10.3,206914,Green / -,New South Wales,SUV,4,7,7990,4,2.9,Australia
Mazda,2019,CX-5,SUV,2019 Mazda CX-5 Akera (4X4),USED,Automatic,AWD,Unleaded,7.4,28521,Grey / Black,Victoria,SUV,4,5,42990,4,2.5,Australia
Holden,2008,Commodore,Ute / Tray,2008 Holden Commodore Omega,USED,Automatic,Rear,Unleaded,11.3,239342,White / -,Victoria,Ute / Tray,2,2,7490,6,3.6,Australia
Subaru,2011,Liberty,Sedan,2011 Subaru Liberty 2.5I Premium,USED,Automatic,AWD,Premium,8.4,238155,Silver / -,Australian Capital Territory,Sedan,4,5,10999,4,2.5,Australia
Toyota,2015,Kluger,SUV,2015 Toyota Kluger GX (4X2),USED,Automatic,Front,Unleaded,10.2,77450,- / -,Victoria,SUV,4,7,33990,6,3.5,Australia
Toyota,2008,Corolla,Hatchback,2008 Toyota Corolla Levin ZR,USED,Automatic,Front,Unleaded,7.7,122401,Black / Black,New South Wales,Hatchback,5,5,15990,4,1.8,Australia
Honda,2020,Odyssey,Wagon,2020 Honda Odyssey VTI-L,USED,Automatic,Front,Unleaded,7.8,24946,Silver / Black,Victoria,Wagon,4,7,49800,4,2.4,Australia
Mazda,2018,2,Hatchback,2018 Mazda 2 NEO,USED,Automatic,Front,Unleaded,5.5,69574,Black / Cloth,New South Wales,Hatchback,5,5,18850,4,1.5,Australia
Honda,2007,CR-V,SUV,2007 Honda CR-V (4X4) Luxury,USED,Automatic,4WD,Unleaded,10.0,275920,Gold / -,Australian Capital Territory,SUV,4,5,7999,4,2.4,Australia
Hyundai,2013,I20,Hatchback,2013 Hyundai I20 Active,USED,Automatic,Front,Unleaded,6.4,114059,Black / Grey,New South Wales,Hatchback,5,5,12333,4,1.4,Australia
Hyundai,2018,I30,Hatchback,2018 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.4,69247,White / Black,Queensland,Hatchback,4,5,25000,4,2.0,Australia
Mitsubishi,2017,Outlander,SUV,2017 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,Front,Unleaded,6.8,141751,Grey / -,Victoria,SUV,4,7,23999,4,2.4,Australia
Mitsubishi,2017,Triton,Ute / Tray,2017 Mitsubishi Triton GLX (4X4),USED,Automatic,4WD,Diesel,7.6,169944,White / -,Victoria,Ute / Tray,4,5,27990,4,2.4,Australia
Holden,2013,Cruze,Hatchback,2013 Holden Cruze CD,USED,Manual,Front,Unleaded,7.0,147795,Red / -,Australian Capital Territory,Hatchback,5,5,8499,4,1.8,Australia
Mercedes-Benz,2010,C63,Sedan,2010 Mercedes-Benz C63 AMG Edition 63,USED,Automatic,Rear,Premium,13.4,111236,White / -,Victoria,Sedan,4,5,69990,8,6.2,Australia
Mazda,2013,BT-50,Ute / Tray,2013 Mazda BT-50 XT (4X2),USED,Automatic,Rear,Diesel,8.9,216957,Black / -,Victoria,Ute / Tray,4,5,21990,5,3.2,Australia
Nissan,2013,Patrol,SUV,2013 Nissan Patrol ST (4X4),USED,Automatic,4WD,Diesel,11.8,263478,White / -,New South Wales,SUV,4,7,28800,4,3.0,Australia
Volkswagen,2015,Golf,Hatchback,2015 Volkswagen Golf 90 TSI,USED,Automatic,Front,Premium,5.4,103485,Blue / Black,Victoria,Hatchback,5,5,16950,4,1.4,Australia
Volkswagen,2019,Golf,Hatchback,2019 Volkswagen Golf 110 TSI Trendline,USED,Manual,Front,Premium,5.7,47246,Grey / Black,Australian Capital Territory,Hatchback,5,5,23410,4,1.4,Australia
Kia,2015,Cerato,Hatchback,2015 Kia Cerato S,USED,Automatic,Front,Unleaded,7.1,72875,Black / Cloth,Victoria,Hatchback,5,5,19705,4,1.8,Australia
Volvo,2012,XC60,SUV,2012 Volvo XC60 T5 Teknik,USED,Automatic,Front,Premium,8.7,120709,White / -,New South Wales,SUV,4,5,14513,4,2.0,Australia
Hyundai,2019,Sonata,Sedan,2019 Hyundai Sonata Active,USED,Automatic,Front,Unleaded,8.3,55255,Silver / Grey,Victoria,Sedan,4,5,27970,4,2.4,Australia
Ford,2013,Ranger,Ute / Tray,2013 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Manual,Rear,Diesel,7.6,188235,White / -,Victoria,Ute / Tray,4,5,17990,4,2.2,Australia
Mazda,2014,3,Sedan,2014 Mazda 3 SP25 GT,USED,Automatic,Front,Unleaded,6.0,98952,Silver / Black,Australian Capital Territory,Sedan,4,5,19888,4,2.5,Australia
Kia,2017,Sorento,SUV,2017 Kia Sorento GT-Line (4X4),USED,Automatic,AWD,Diesel,7.2,89054,Grey / Black,Victoria,SUV,4,7,39999,4,2.2,Australia
Audi,2015,A6,Sedan,2015 Audi A6 1.8 Tfsi,USED,Automatic,Front,Premium,5.7,129100,Blue / Black,New South Wales,Sedan,4,5,25990,4,1.8,Australia
BMW,2014,740I,Sedan,2014 BMW 740I,USED,Automatic,Rear,Premium,7.9,47683,Black / -,Queensland,Sedan,4,5,49950,6,3.0,Australia
Volkswagen,2018,Golf,Wagon,2018 Volkswagen Golf 110 TDI Highline,USED,Automatic,Front,Diesel,5.0,113409,White / Black,Victoria,Wagon,4,5,27999,4,2.0,Australia
Toyota,2015,Kluger,SUV,2015 Toyota Kluger GXL (4X2),USED,Automatic,Front,Unleaded,10.2,86329,Grey / Black,Australian Capital Territory,SUV,4,7,31980,6,3.5,Australia
Kia,2022,Cerato,Hatchback,2022 Kia Cerato GT,USED,Automatic,Front,Unleaded,6.8,25800,Grey / Black,Victoria,Hatchback,5,5,41990,4,1.6,Australia
Holden,2011,Cruze,Sedan,2011 Holden Cruze CD,USED,Manual,Front,Unleaded,7.0,121909,Grey / -,New South Wales,Sedan,4,5,4500,4,1.8,Australia
Ford,2019,Ranger,Ute / Tray,2019 Ford Ranger XL 2.2 (4X4),USED,Automatic,4WD,Diesel,8.0,149997,White / Circuit Fabric,Victoria,Ute / Tray,4,5,29999,4,2.2,Australia
Hyundai,2015,I30,Hatchback,2015 Hyundai I30 Active X,USED,Automatic,Front,Unleaded,7.1,147428,Black / -,New South Wales,Hatchback,5,5,14813,4,1.8,Australia
Kia,2020,RIO,Hatchback,2020 Kia RIO S,USED,Automatic,Front,Unleaded,6.2,51520,White / Black,Australian Capital Territory,Hatchback,5,5,19670,4,1.4,Australia
Subaru,2015,WRX,Sedan,2015 Subaru WRX Premium (awd),USED,Manual,AWD,Premium,9.2,110000,- / -,Victoria,Sedan,4,5,29850,4,2.0,Australia
Holden,2019,Colorado,Ute / Tray,2019 Holden Colorado LTZ (4X4),USED,Automatic,4WD,Diesel,8.7,80835,Blue / -,Victoria,Ute / Tray,4,5,42999,4,2.8,Australia
Toyota,2015,Landcruiser,SUV,2015 Toyota Landcruiser VX (4X4),USED,Automatic,4WD,Diesel,10.3,143820,White / -,New South Wales,SUV,4,8,72800,8,4.5,Australia
Volkswagen,2018,Golf,Hatchback,2018 Volkswagen Golf 110 TSI Trendline,USED,Automatic,Front,Premium,5.4,36802,Blue / -,New South Wales,Hatchback,5,5,26990,4,1.4,Australia
Hyundai,2017,Accent,Hatchback,2017 Hyundai Accent Active,USED,Automatic,Front,Unleaded,6.4,56813,- / -,Victoria,Hatchback,5,5,19990,4,1.4,Australia
Jeep,2015,Cherokee,SUV,2015 Jeep Cherokee Limited (4X4),USED,Automatic,4WD,Unleaded,10.0,130812,Black / -,Victoria,SUV,4,5,19990,6,3.2,Australia
Toyota,2010,Landcruiser,SUV,2010 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,4WD,Diesel,8.5,380286,Black / -,New South Wales,SUV,4,7,20990,4,3.0,Australia
BMW,2012,X5,SUV,2012 BMW X5 Xdrive 30D,USED,Automatic,4WD,Diesel,7.4,186613,- / -,Australian Capital Territory,SUV,4,5,19990,6,3.0,Australia
Hyundai,2018,Tucson,SUV,2018 Hyundai Tucson Active R-Series (awd),USED,Automatic,AWD,Diesel,6.8,118472,White / -,Victoria,SUV,4,5,26288,4,2.0,Australia
Toyota,2020,Camry,Sedan,2020 Toyota Camry Ascent Hybrid,USED,Automatic,Front,Hybrid,4.2,50531,White / -,Victoria,Sedan,4,5,42990,4,2.5,Australia
Holden,2011,Cruze,Sedan,2011 Holden Cruze CDX,USED,Manual,Front,Unleaded,7.0,118962,Silver / -,New South Wales,Sedan,4,5,8913,4,1.8,Australia
Renault,2018,Megane,Hatchback,2018 Renault Megane GT-Line,USED,Automatic,Front,Premium,6.0,91474,Grey / -,Victoria,Hatchback,5,5,20999,4,1.2,Australia
Mazda,2018,3,Sedan,2018 Mazda 3 Touring,USED,Automatic,Front,Unleaded,5.7,50925,White / Leather,Australian Capital Territory,Sedan,4,5,25990,4,2.0,Australia
Mitsubishi,2015,Outlander,SUV,2015 Mitsubishi Outlander XLS (4X4),USED,Automatic,AWD,Diesel,5.8,131672,White / Cloth,Victoria,SUV,4,7,24990,4,2.3,Australia
Volkswagen,2022,Tiguan,Bathurst Volkswagen,2022 Volkswagen Tiguan 147TDI Elegance,NEW,Automatic,AWD,Diesel,6.1,5,White / -,New South Wales,SUV,4,5,61490,4,2.0,Australia
Honda,2018,HR-V,SUV,2018 Honda HR-V RS,USED,Automatic,Front,Unleaded,6.9,83027,White / Leather,Australian Capital Territory,SUV,4,5,28100,4,1.8,Australia
Hyundai,2020,I30,Hatchback,2020 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.4,60798,Grey / -,Queensland,Hatchback,4,5,24990,4,2.0,Australia
Holden,2016,Colorado,SUV,2016 Holden Colorado 7 Trailblazer (4X4),USED,Automatic,4WD,Diesel,9.4,112100,White / -,New South Wales,SUV,4,7,25913,4,2.8,Australia
Nissan,2018,Navara,Ute / Tray,2018 Nissan Navara ST (4X4),USED,Automatic,4WD,Diesel,7.0,85300,Black / Cloth,Victoria,Ute / Tray,4,5,39999,4,2.3,Australia
Holden,2013,Cruze,Hatchback,2013 Holden Cruze Equipe,USED,Manual,Front,Unleaded,7.0,213685,White / Black,Victoria,Hatchback,5,5,8368,4,1.8,Australia
Honda,2022,Civic,Hatchback,2022 Honda Civic VTI-LX,USED,Automatic,Front,Unleaded,6.3,1569,Red / Cloth,Australian Capital Territory,Hatchback,4,5,41989,4,1.5,Australia
Renault,2019,Trafic,Commercial,2019 Renault Trafic Formula EDT LWB,USED,Manual,Front,Diesel,6.2,142599,White / -,New South Wales,Commercial,4,3,29913,4,1.6,Australia
Holden,2018,Calais,Wagon,2018 Holden Calais Tourer (5YR),USED,Automatic,AWD,Premium,9.1,62177,Black / Black,Queensland,Wagon,4,5,29990,6,3.6,Australia
Volkswagen,2012,Tiguan,SUV,2012 Volkswagen Tiguan 132 TSI Pacific,USED,Automatic,AWD,Premium,8.8,112500,- / -,Australian Capital Territory,SUV,4,5,17990,4,2.0,Australia
Jeep,2023,Compass,Valley Motor Group New,2023 Jeep Compass S-Limited,NEW,Automatic,4WD,Unleaded,9.7,40,Red / Black,Victoria,SUV,4,5,51499,4,2.4,Australia
Toyota,1998,Corolla,Sedan,1998 Toyota Corolla Conquest,USED,Automatic,Front,Unleaded,8.5,208308,White / Grey,New South Wales,Sedan,4,5,4990,4,1.8,Australia
Land,2018,Rover,SUV,2018 Land Rover Range Rover Sport SDV6 SE (183KW),USED,Automatic,AWD,Diesel,7.8,39093,- / -,Victoria,SUV,4,5,119990,6,3.0,Australia
Mazda,2021,CX-9,SUV,2021 Mazda CX-9 GT SP (awd),USED,Automatic,AWD,Unleaded,8.8,13402,Black / Burgundy,Australian Capital Territory,SUV,4,7,57990,4,2.5,Australia
Mazda,2018,CX-9,SUV,2018 Mazda CX-9 Touring (fwd),USED,Automatic,Front,Unleaded,8.4,78734,Red / Black Leather,New South Wales,SUV,4,7,33990,4,2.5,Australia
Holden,2011,Barina,Hatchback,2011 Holden Barina,USED,Automatic,Front,Unleaded,7.3,116301,Red / -,New South Wales,Hatchback,5,5,10913,4,1.6,Australia
Mazda,2014,BT-50,Ute / Tray,2014 Mazda BT-50 XT (4X2),USED,Manual,Rear,Diesel,7.6,146065,White / -,Australian Capital Territory,Ute / Tray,2,3,15199,4,2.2,Australia
Nissan,2015,Navara,Ute / Tray,2015 Nissan Navara RX (4X2),USED,Manual,Rear,Diesel,6.4,153386,White / -,Victoria,Ute / Tray,2,2,21990,4,2.3,Australia
Mercedes-Benz,2008,B200,Hatchback,2008 Mercedes-Benz B200 Turbo,USED,Automatic,Front,Premium,11.0,78500,Grey / Black,New South Wales,Hatchback,5,5,12990,4,2.0,Australia
Subaru,2021,Forester,SUV,2021 Subaru Forester 2.5I (awd),USED,Automatic,AWD,Unleaded,7.4,55302,Silver / Black,Australian Capital Territory,SUV,4,5,33670,4,2.5,Australia
Hyundai,2020,Tucson,SUV,2020 Hyundai Tucson Active X (2WD),USED,Automatic,Front,Unleaded,7.9,61639,Blue / Black Leather,Victoria,SUV,4,5,31950,4,2.0,Australia
Mitsubishi,2016,Triton,Ute / Tray,2016 Mitsubishi Triton GLS (4X4),USED,Automatic,4WD,Diesel,7.6,167223,White / Black,Victoria,Ute / Tray,4,5,31990,4,2.4,Australia
Kia,2008,RIO,Hatchback,2008 Kia RIO LX,USED,Manual,Front,Unleaded,6.7,172331,Red / Black,New South Wales,Hatchback,5,5,4540,4,1.4,Australia
Ford,2018,Escape,SUV,2018 Ford Escape Trend (awd),USED,Automatic,AWD,Diesel,5.5,96278,White / No Descripti,Victoria,SUV,4,5,24999,4,2.0,Australia
Mazda,2021,CX-5,SUV,2021 Mazda CX-5 GT Turbo (awd),USED,Automatic,AWD,Unleaded,8.2,23255,White / Black,Victoria,SUV,4,5,46990,4,2.5,Australia
Mazda,2015,BT-50,Ute / Tray,2015 Mazda BT-50 XTR (4X4),USED,Manual,4WD,Diesel,8.9,215401,Blue / Black,New South Wales,Ute / Tray,4,5,24990,5,3.2,Australia
Mazda,2017,CX-3,SUV,2017 Mazda CX-3 Maxx (fwd),USED,Automatic,Front,Unleaded,6.1,111266,Grey / Black,Australian Capital Territory,SUV,4,5,19670,4,2.0,Australia
Ford,2019,Ranger,Ute / Tray,2019 Ford Ranger XL 3.2 (4X4),USED,Manual,4WD,Diesel,8.3,168225,White / -,Victoria,Ute / Tray,4,4,33999,5,3.2,Australia
Isuzu,2015,MU-X,SUV,2015 Isuzu MU-X LS-T (4X4),USED,Automatic,4WD,Diesel,8.4,284189,Blue / -,Victoria,SUV,4,7,26975,4,3.0,Australia
Mazda,2012,BT-50,Ute / Tray,2012 Mazda BT-50 XTR (4X2),USED,Automatic,Rear,Diesel,8.9,291747,Blue / -,New South Wales,Ute / Tray,4,5,15513,5,3.2,Australia
Subaru,2016,WRX,Sedan,2016 Subaru WRX Premium (awd),USED,Manual,AWD,Premium,10.4,76681,Silver / Cloth,Australian Capital Territory,Sedan,4,5,32990,4,2.0,Australia
Toyota,2015,Landcruiser,SUV,2015 Toyota Landcruiser Sahara (4X4),USED,Automatic,4WD,Diesel,10.3,204223,Black / -,Victoria,SUV,4,7,79990,8,4.5,Australia
Ford,2011,Ranger,Ute / Tray,2011 Ford Ranger XLT (4X4),USED,Automatic,4WD,Diesel,9.3,186289,White / -,New South Wales,Ute / Tray,4,5,19990,4,3.0,Australia
Volkswagen,2015,Golf,Hatchback,2015 Volkswagen Golf 90 TSI Comfortline,USED,Automatic,Front,Premium,5.4,120372,Grey / -,Queensland,Hatchback,5,5,16990,4,1.4,Australia
Volkswagen,2017,Tiguan,SUV,2017 Volkswagen Tiguan 132 TSI Comfortline,USED,Automatic,AWD,Premium,7.5,152215,Black / Cloth,Australian Capital Territory,SUV,4,5,24800,4,2.0,Australia
Mazda,2017,CX-5,SUV,2017 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,Front,Unleaded,6.9,111644,Black / Cloth,Victoria,SUV,4,5,32990,4,2.0,Australia
Volkswagen,2022,Tiguan,Bathurst Volkswagen,2022 Volkswagen Tiguan Allspace 132TSI Life,NEW,Automatic,AWD,Premium,8.9,5,Red / -,New South Wales,SUV,4,7,57490,4,2.0,Australia
Nissan,2010,Navara,Ute / Tray,2010 Nissan Navara ST-X (4X4),USED,Automatic,4WD,Diesel,10.5,267335,Silver / Grey,Victoria,Ute / Tray,2,2,17790,4,2.5,Australia
Ford,2021,Puma,SUV,2021 Ford Puma ST-Line V,USED,Automatic,Front,Premium,5.3,21657,Red / Leather,Australian Capital Territory,SUV,5,5,31888,3,1.0,Australia
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux Workmate,USED,Manual,Rear,Diesel,7.7,212921,White / -,Victoria,Ute / Tray,2,2,19990,4,2.4,Australia
Ford,2010,Mondeo,Hatchback,2010 Ford Mondeo LX,USED,Automatic,Front,Unleaded,9.5,180377,White / -,New South Wales,Hatchback,5,5,7990,4,2.3,Australia
Ford,2015,Ranger,Ute / Tray,2015 Ford Ranger XLT 3.2 HI-Rider (4X2),USED,Automatic,Rear,Diesel,8.5,153850,- / -,Victoria,Ute / Tray,4,4,29990,5,3.2,Australia
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,9.0,101927,White / Black,New South Wales,Ute / Tray,2,2,44990,4,2.8,Australia
Ford,2015,Ranger,Ute / Tray,2015 Ford Ranger XLT 3.2 (4X4),USED,Automatic,4WD,Diesel,9.0,149537,White / Grey,New South Wales,Ute / Tray,4,5,36500,5,3.2,Australia
GWM,2023,Haval,Valley Ford Traralgon New,2023 GWM Haval H6 Ultra AWD,NEW,Automatic,AWD,Premium,9.8,40,Black / Black,Victoria,SUV,4,5,41485,4,2.0,Australia
Toyota,2011,FJ,SUV,2011 Toyota FJ Cruiser,USED,Automatic,4WD,Premium,11.4,241539,Blue / Black,Victoria,SUV,4,5,34999,6,4.0,Australia
Volkswagen,2019,Tiguan,SUV,2019 Volkswagen Tiguan 132 TSI R-Line Edition,USED,Automatic,AWD,Premium,7.5,71341,Grey / Cloth,Australian Capital Territory,SUV,4,5,39990,4,2.0,Australia
Nissan,2016,X-Trail,SUV,2016 Nissan X-Trail TI (4X4),USED,Automatic,4WD,Unleaded,8.3,51134,Blue / Black,Queensland,SUV,4,5,27990,4,2.5,Australia
Mitsubishi,2016,Triton,Ute / Tray,2016 Mitsubishi Triton GLX (4X4),USED,Automatic,4WD,Diesel,7.6,205434,White / -,New South Wales,Ute / Tray,4,5,22913,4,2.4,Australia
Nissan,2017,X-Trail,SUV,2017 Nissan X-Trail TS (4WD),USED,Automatic,4WD,Diesel,6.0,85231,Grey / Black,Victoria,SUV,4,5,30990,4,2.0,Australia
Renault,2020,Koleos,SUV,2020 Renault Koleos Black Edition,USED,Automatic,Front,Unleaded,8.1,64022,White / Leather,Australian Capital Territory,SUV,4,5,29990,4,2.5,Australia
Hyundai,2013,IX35,SUV,2013 Hyundai IX35 SE (fwd),USED,Automatic,Front,Unleaded,8.5,224493,Grey / -,Queensland,SUV,4,5,10999,4,2.0,Australia
Holden,2011,Commodore,Ute / Tray,2011 Holden Commodore SV6,USED,Manual,Rear,Unleaded,10.2,128000,Blue / Grey,Victoria,Ute / Tray,2,2,21990,6,3.6,Australia
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 Cruiser 2WD Hybrid,USED,Automatic,Front,Hybrid,4.7,31981,White / -,New South Wales,SUV,5,5,54888,4,2.5,Australia
Mazda,2009,2,Hatchback,2009 Mazda 2 NEO,USED,Manual,Front,Unleaded,6.4,216090,Black / -,Australian Capital Territory,Hatchback,5,5,5990,4,1.5,Australia
Toyota,2017,C-HR,SUV,2017 Toyota C-HR Koba (awd),USED,Automatic,AWD,Premium,6.5,54978,White / Black,Queensland,SUV,4,5,33990,4,1.2,Australia
